user_id,timestamp,persona,campaign,channel,session_len,clicks,checkout_steps,purchased,churn
1569,2025-07-23 02:41:32.690329,Seasonal,Organic,Web,156,7,3.0,1,0
1570,2025-08-05 02:41:32.690329,Premium,Organic,Mobile,86,2,2.2,1,1
1571,2025-07-27 02:41:32.690329,Premium,Email,Mobile,54,7,3.7,1,1
1572,2025-08-07 02:41:32.690329,Budget,Email,Mobile,814,3,0.9,0,0
1573,2025-08-02 02:41:32.690329,Seasonal,Organic,Web,82,3,3.7,0,0
1574,2025-07-12 02:41:32.690329,Lapsed,PaidSocial,Web,107,2,2.5,0,0
1575,2025-07-21 02:41:32.690329,Budget,PaidSocial,Web,222,9,1.3,0,0
1576,2025-08-07 02:41:32.690329,Budget,Organic,Web,53,2,2.5,0,0
1577,2025-07-20 02:41:32.690329,Budget,Email,Web,188,5,1.3,1,1
1578,2025-08-02 02:41:32.690329,Seasonal,PaidSocial,Web,313,7,3.5,1,0
1579,2025-07-24 02:41:32.690329,Seasonal,Organic,Mobile,239,5,2.1,1,0
1580,2025-07-24 02:41:32.690329,Premium,PaidSocial,PoS,278,3,1.3,0,0
1581,2025-07-30 02:41:32.690329,Budget,Email,Web,183,10,1.6,0,0
1582,2025-08-06 02:41:32.690329,Premium,Email,Mobile,139,7,1.3,1,0
1583,2025-08-04 02:41:32.690329,Premium,Email,Web,282,4,3.9,0,0
1584,2025-07-20 02:41:32.690329,Premium,Organic,Mobile,268,3,1.0,1,0
1585,2025-07-21 02:41:32.690329,Lapsed,Email,Mobile,78,3,2.1,1,0
1586,2025-08-03 02:41:32.690329,Budget,Email,PoS,219,4,2.5,0,0
1587,2025-08-08 02:41:32.690329,Seasonal,Organic,Web,193,7,1.7,1,0
1588,2025-07-26 02:41:32.690329,Premium,Email,Web,319,4,0.7,0,0
1589,2025-07-22 02:41:32.690329,Premium,Email,Web,257,5,4.5,0,0
1590,2025-08-08 02:41:32.690329,Seasonal,Email,Web,460,8,1.8,0,0
1591,2025-07-14 02:41:32.690329,Seasonal,Email,PoS,381,8,0.8,0,0
1592,2025-08-07 02:41:32.690329,Lapsed,PaidSocial,Mobile,412,8,1.3,0,0
1593,2025-07-18 02:41:32.690329,Budget,Organic,Mobile,325,9,2.3,0,0
1594,2025-08-02 02:41:32.690329,Budget,Organic,Web,400,6,2.0,0,0
1595,2025-08-05 02:41:32.690329,Seasonal,PaidSocial,Mobile,150,3,0.7,0,0
1596,2025-07-29 02:41:32.690329,Premium,PaidSocial,Web,370,8,2.5,0,0
1597,2025-07-13 02:41:32.690329,Budget,PaidSocial,Web,193,8,0.9,0,0
1598,2025-07-13 02:41:32.690329,Budget,Email,Mobile,55,2,3.1,0,0
1599,2025-07-15 02:41:32.690329,Budget,Email,Web,367,7,2.6,1,1
1600,2025-07-16 02:41:32.690329,Lapsed,Organic,Web,241,6,1.9,0,0
1601,2025-07-29 02:41:32.690329,Budget,Email,Web,515,2,5.0,1,1
1602,2025-07-18 02:41:32.690329,Budget,Email,Mobile,217,4,1.6,0,0
1603,2025-07-11 02:41:32.690329,Budget,PaidSocial,Mobile,104,6,2.1,1,0
1604,2025-07-12 02:41:32.690329,Premium,PaidSocial,Web,128,8,3.9,1,0
1605,2025-07-30 02:41:32.690329,Budget,Email,Mobile,170,3,3.1,0,0
1606,2025-07-19 02:41:32.690329,Premium,Email,Mobile,246,7,1.2,0,0
1607,2025-07-16 02:41:32.690329,Budget,Email,PoS,404,4,2.6,1,1
1608,2025-07-13 02:41:32.690329,Seasonal,PaidSocial,Mobile,242,1,3.3,0,0
1609,2025-08-03 02:41:32.690329,Budget,Email,Mobile,77,4,0.0,0,0
1610,2025-07-24 02:41:32.690329,Premium,PaidSocial,Mobile,248,1,1.8,1,1
1611,2025-08-01 02:41:32.690329,Lapsed,PaidSocial,Web,448,5,4.2,0,0
1612,2025-07-20 02:41:32.690329,Seasonal,Organic,Web,221,6,1.4,1,0
1613,2025-08-07 02:41:32.690329,Premium,Email,Web,276,11,3.8,1,1
1614,2025-08-03 02:41:32.690329,Budget,Email,Web,189,2,1.4,1,0
1615,2025-07-24 02:41:32.690329,Budget,PaidSocial,Web,187,5,2.4,0,0
1616,2025-08-08 02:41:32.690329,Seasonal,PaidSocial,Web,414,7,2.3,0,0
1617,2025-07-29 02:41:32.690329,Lapsed,Email,Web,346,5,1.4,0,0
1618,2025-07-30 02:41:32.690329,Seasonal,PaidSocial,Web,856,8,0.3,0,0
1619,2025-08-05 02:41:32.690329,Premium,Email,Web,139,1,3.1,0,0
1620,2025-08-04 02:41:32.690329,Seasonal,Email,Mobile,116,6,1.6,0,0
1621,2025-07-16 02:41:32.690329,Premium,PaidSocial,Mobile,57,7,4.4,0,0
1622,2025-08-04 02:41:32.690329,Budget,Email,Web,168,2,1.9,1,0
1623,2025-07-30 02:41:32.690329,Premium,Organic,Web,195,6,2.0,1,1
1624,2025-07-16 02:41:32.690329,Lapsed,PaidSocial,Web,112,2,2.7,0,0
1625,2025-07-12 02:41:32.690329,Budget,PaidSocial,Web,281,2,1.4,1,1
1626,2025-07-31 02:41:32.690329,Seasonal,PaidSocial,Web,350,6,2.2,1,0
1627,2025-07-20 02:41:32.690329,Budget,PaidSocial,Mobile,272,5,0.4,0,0
1628,2025-07-19 02:41:32.690329,Premium,Email,Web,85,5,3.2,0,0
1629,2025-08-08 02:41:32.690329,Budget,Organic,Mobile,119,2,0.5,0,0
1630,2025-07-19 02:41:32.690329,Premium,Organic,Mobile,214,6,3.2,0,0
1631,2025-07-22 02:41:32.690329,Seasonal,Email,Web,433,4,1.8,1,1
1632,2025-07-23 02:41:32.690329,Budget,Email,Web,182,10,1.5,1,0
1633,2025-07-18 02:41:32.690329,Seasonal,Email,Web,27,1,1.7,1,0
1634,2025-07-26 02:41:32.690329,Seasonal,PaidSocial,Web,167,8,2.7,0,0
1635,2025-08-09 02:41:32.690329,Lapsed,PaidSocial,Web,204,5,2.7,0,0
1636,2025-07-11 02:41:32.690329,Budget,Organic,PoS,551,1,1.7,1,0
1637,2025-07-27 02:41:32.690329,Premium,Organic,Mobile,27,1,1.3,1,0
1638,2025-08-04 02:41:32.690329,Budget,PaidSocial,PoS,352,5,0.9,0,0
1639,2025-07-27 02:41:32.690329,Lapsed,PaidSocial,Web,58,6,0.0,1,0
1640,2025-07-27 02:41:32.690329,Lapsed,PaidSocial,Web,143,10,3.6,0,0
1641,2025-07-30 02:41:32.690329,Premium,PaidSocial,Web,266,2,2.5,0,0
1642,2025-07-31 02:41:32.690329,Seasonal,PaidSocial,Web,384,4,3.6,0,0
1643,2025-07-25 02:41:32.690329,Premium,PaidSocial,Web,120,5,3.3,1,1
1644,2025-07-11 02:41:32.690329,Seasonal,PaidSocial,Mobile,147,3,3.3,0,0
1645,2025-08-03 02:41:32.690329,Budget,PaidSocial,Web,180,4,1.7,0,0
1646,2025-07-28 02:41:32.690329,Seasonal,PaidSocial,PoS,114,4,2.4,0,0
1647,2025-08-03 02:41:32.690329,Budget,PaidSocial,PoS,516,7,1.1,0,0
1648,2025-07-20 02:41:32.690329,Seasonal,PaidSocial,Web,240,4,2.8,0,0
1649,2025-07-16 02:41:32.690329,Seasonal,PaidSocial,Mobile,332,6,2.4,0,0
1650,2025-07-21 02:41:32.690329,Seasonal,PaidSocial,Web,181,6,2.7,1,1
1651,2025-08-07 02:41:32.690329,Budget,PaidSocial,Web,180,4,2.1,0,0
1652,2025-07-12 02:41:32.690329,Budget,Email,Mobile,408,1,3.5,0,0
1653,2025-07-21 02:41:32.690329,Budget,Email,Web,203,3,1.6,0,0
1654,2025-07-11 02:41:32.690329,Premium,PaidSocial,Mobile,296,3,1.2,0,0
1655,2025-07-31 02:41:32.690329,Budget,PaidSocial,Mobile,155,6,3.9,0,0
1656,2025-07-25 02:41:32.690329,Lapsed,Organic,Mobile,123,3,2.8,0,0
1657,2025-08-03 02:41:32.690329,Premium,Email,PoS,233,6,1.8,0,0
1658,2025-08-05 02:41:32.690329,Budget,Email,Web,104,4,0.4,1,0
1659,2025-08-01 02:41:32.690329,Premium,Email,Web,49,2,1.7,1,0
1660,2025-07-17 02:41:32.690329,Premium,Email,Web,156,4,0.0,0,0
1661,2025-08-01 02:41:32.690329,Seasonal,Organic,Web,596,9,1.2,1,1
1662,2025-07-30 02:41:32.690329,Premium,Email,Web,290,4,1.7,0,0
1663,2025-07-12 02:41:32.690329,Lapsed,PaidSocial,Mobile,137,5,2.9,0,0
1664,2025-07-18 02:41:32.690329,Premium,PaidSocial,Web,298,7,2.2,1,0
1665,2025-07-14 02:41:32.690329,Lapsed,PaidSocial,PoS,448,2,1.2,0,0
1666,2025-07-27 02:41:32.690329,Lapsed,Organic,Mobile,113,7,3.5,0,0
1667,2025-08-06 02:41:32.690329,Budget,PaidSocial,Web,298,3,1.0,0,0
1668,2025-08-03 02:41:32.690329,Lapsed,Email,Web,153,5,0.0,1,0
1669,2025-07-22 02:41:32.690329,Budget,Organic,Web,482,5,3.2,1,0
1670,2025-08-08 02:41:32.690329,Seasonal,Organic,Web,135,9,1.7,0,0
1671,2025-08-01 02:41:32.690329,Premium,Email,Web,149,3,3.0,1,0
1672,2025-07-28 02:41:32.690329,Lapsed,Email,Web,276,6,1.4,0,0
1673,2025-07-21 02:41:32.690329,Lapsed,Email,Mobile,100,5,1.4,1,1
1674,2025-07-15 02:41:32.690329,Seasonal,Email,Web,95,6,0.9,1,1
1675,2025-08-01 02:41:32.690329,Seasonal,Organic,Mobile,469,4,2.4,1,0
1676,2025-07-17 02:41:32.690329,Budget,PaidSocial,Mobile,409,2,3.0,0,0
1677,2025-08-06 02:41:32.690329,Budget,Email,Web,340,6,3.3,1,0
1678,2025-07-12 02:41:32.690329,Premium,Organic,Web,120,4,3.8,0,0
1679,2025-08-09 02:41:32.690329,Budget,PaidSocial,Mobile,209,6,2.8,0,0
1680,2025-07-28 02:41:32.690329,Seasonal,Email,PoS,229,7,1.1,1,0
1681,2025-07-29 02:41:32.690329,Budget,Organic,Web,572,5,3.6,0,0
1682,2025-07-26 02:41:32.690329,Lapsed,Organic,Web,196,4,2.4,0,0
1683,2025-07-27 02:41:32.690329,Seasonal,Organic,Web,111,4,3.2,0,0
1684,2025-07-23 02:41:32.690329,Seasonal,PaidSocial,Web,319,4,1.8,1,1
1685,2025-07-25 02:41:32.690329,Budget,Organic,Web,232,9,2.4,0,0
1686,2025-07-13 02:41:32.690329,Lapsed,Email,Web,349,6,2.4,1,0
1687,2025-07-29 02:41:32.690329,Lapsed,PaidSocial,Mobile,509,1,1.0,0,0
1688,2025-07-27 02:41:32.690329,Premium,Organic,Web,530,5,0.2,1,0
1689,2025-07-18 02:41:32.690329,Seasonal,Email,Web,132,5,1.7,1,0
1690,2025-07-16 02:41:32.690329,Seasonal,Organic,Web,156,6,3.8,1,0
1691,2025-07-28 02:41:32.690329,Budget,PaidSocial,Mobile,20,4,1.9,0,0
1692,2025-07-15 02:41:32.690329,Premium,Email,Web,110,4,2.2,0,0
1693,2025-08-05 02:41:32.690329,Premium,Organic,PoS,192,4,2.1,1,0
1694,2025-07-13 02:41:32.690329,Budget,Email,Web,476,6,3.3,1,0
1695,2025-08-08 02:41:32.690329,Premium,PaidSocial,Web,187,5,0.9,0,0
1696,2025-07-29 02:41:32.690329,Budget,Email,Web,385,5,3.1,0,0
1697,2025-08-02 02:41:32.690329,Budget,Organic,Mobile,126,7,2.0,1,0
1698,2025-08-04 02:41:32.690329,Budget,Email,Web,80,3,2.2,1,0
1699,2025-07-31 02:41:32.690329,Lapsed,Email,Mobile,204,6,2.7,0,0
1700,2025-07-31 02:41:32.690329,Premium,Email,Mobile,253,8,2.1,0,0
1701,2025-08-07 02:41:32.690329,Lapsed,Organic,Mobile,111,6,2.5,0,0
1702,2025-08-09 02:41:32.690329,Premium,PaidSocial,Web,69,5,1.5,0,0
1703,2025-07-20 02:41:32.690329,Budget,PaidSocial,Mobile,137,7,3.5,1,0
1704,2025-07-16 02:41:32.690329,Premium,PaidSocial,Web,317,5,2.3,1,0
1705,2025-07-29 02:41:32.690329,Premium,PaidSocial,Web,204,5,3.3,0,0
1706,2025-08-03 02:41:32.690329,Budget,Email,Web,92,2,2.8,1,0
1707,2025-07-19 02:41:32.690329,Seasonal,PaidSocial,Mobile,104,5,3.2,1,1
1708,2025-07-26 02:41:32.690329,Budget,Email,Web,343,6,3.2,1,0
1709,2025-07-11 02:41:32.690329,Seasonal,Organic,Web,177,6,2.5,1,0
1710,2025-07-11 02:41:32.690329,Seasonal,Organic,Web,54,4,3.2,0,0
1711,2025-07-27 02:41:32.690329,Budget,PaidSocial,Web,441,5,2.7,0,0
1712,2025-08-08 02:41:32.690329,Budget,Email,Web,57,6,4.4,0,0
1713,2025-08-08 02:41:32.690329,Seasonal,Organic,Web,399,2,2.4,1,0
1714,2025-08-08 02:41:32.690329,Premium,Email,Web,129,6,2.6,1,0
1715,2025-07-12 02:41:32.690329,Budget,Email,Web,88,5,3.0,0,0
1716,2025-07-18 02:41:32.690329,Lapsed,Email,Mobile,226,4,1.7,0,0
1717,2025-07-21 02:41:32.690329,Budget,PaidSocial,Web,168,2,3.2,0,0
1718,2025-07-30 02:41:32.690329,Seasonal,Organic,Web,135,9,1.8,0,0
1719,2025-07-20 02:41:32.690329,Lapsed,Email,Web,235,4,1.7,0,0
1720,2025-07-18 02:41:32.690329,Budget,Email,Mobile,65,7,1.7,0,0
1721,2025-07-31 02:41:32.690329,Budget,PaidSocial,Web,216,14,0.0,0,0
1722,2025-08-07 02:41:32.690329,Budget,PaidSocial,Web,228,7,2.7,1,0
1723,2025-07-16 02:41:32.690329,Budget,Email,Web,128,5,2.2,0,0
1724,2025-07-11 02:41:32.690329,Budget,Email,PoS,10,6,2.3,1,0
1725,2025-07-13 02:41:32.690329,Seasonal,Organic,Mobile,174,6,2.8,0,0
1726,2025-07-31 02:41:32.690329,Budget,Organic,Web,170,2,2.2,0,0
1727,2025-08-09 02:41:32.690329,Premium,Organic,Web,157,2,3.0,0,0
1728,2025-07-17 02:41:32.690329,Lapsed,Organic,Web,38,9,1.5,0,0
1729,2025-07-26 02:41:32.690329,Seasonal,Email,Web,218,7,0.9,0,0
1730,2025-07-17 02:41:32.690329,Seasonal,Email,Mobile,369,3,2.0,1,0
1731,2025-07-25 02:41:32.690329,Budget,Email,Web,162,7,2.4,0,0
1732,2025-07-23 02:41:32.690329,Seasonal,Email,Mobile,66,4,2.6,0,0
1733,2025-08-04 02:41:32.690329,Premium,Organic,Web,272,3,2.5,1,0
1734,2025-07-20 02:41:32.690329,Premium,Organic,Mobile,516,3,4.8,1,0
1735,2025-07-12 02:41:32.690329,Budget,PaidSocial,Web,92,2,0.0,0,0
1736,2025-07-12 02:41:32.690329,Lapsed,Email,Web,95,3,2.5,0,0
1737,2025-07-13 02:41:32.690329,Premium,Organic,Mobile,449,0,1.8,1,1
1738,2025-08-06 02:41:32.690329,Budget,Organic,Web,174,10,2.9,1,1
1739,2025-07-22 02:41:32.690329,Premium,Email,Mobile,34,7,2.7,1,1
1740,2025-08-03 02:41:32.690329,Premium,Organic,Mobile,624,4,1.9,0,0
1741,2025-07-17 02:41:32.690329,Seasonal,Email,Web,12,8,1.0,0,0
1742,2025-08-05 02:41:32.690329,Seasonal,Email,Mobile,29,4,1.7,1,0
1743,2025-07-26 02:41:32.690329,Seasonal,PaidSocial,Web,71,6,1.9,0,0
1744,2025-07-18 02:41:32.690329,Budget,PaidSocial,Web,325,5,0.9,0,0
1745,2025-07-14 02:41:32.690329,Premium,Email,Mobile,345,3,3.3,1,0
1746,2025-07-23 02:41:32.690329,Premium,Email,Mobile,56,4,3.7,0,0
1747,2025-07-19 02:41:32.690329,Budget,Organic,Web,98,3,1.4,0,0
1748,2025-07-27 02:41:32.690329,Budget,PaidSocial,Mobile,246,3,0.2,1,0
1749,2025-07-30 02:41:32.690329,Seasonal,PaidSocial,PoS,511,2,1.6,0,0
1750,2025-08-03 02:41:32.690329,Budget,Email,Web,11,2,0.5,0,0
1751,2025-07-19 02:41:32.690329,Premium,Email,Mobile,31,7,2.9,0,0
1752,2025-07-12 02:41:32.690329,Budget,Email,Mobile,128,3,1.4,1,0
1753,2025-07-18 02:41:32.690329,Budget,Email,PoS,46,6,0.4,0,0
1754,2025-07-13 02:41:32.690329,Budget,Email,Web,431,5,0.9,0,0
1755,2025-07-31 02:41:32.690329,Lapsed,Email,Mobile,185,3,0.7,1,1
1756,2025-07-30 02:41:32.690329,Seasonal,PaidSocial,Web,405,6,3.0,0,0
1757,2025-07-11 02:41:32.690329,Lapsed,Email,Mobile,249,5,1.3,1,1
1758,2025-07-18 02:41:32.690329,Premium,Organic,Mobile,317,5,2.0,0,0
1759,2025-08-03 02:41:32.690329,Budget,Email,Web,110,7,2.3,0,0
1760,2025-08-07 02:41:32.690329,Premium,PaidSocial,Web,25,5,1.0,0,0
1761,2025-08-06 02:41:32.690329,Premium,Email,Mobile,167,6,0.5,0,0
1762,2025-08-06 02:41:32.690329,Seasonal,PaidSocial,Mobile,371,9,1.9,0,0
1763,2025-07-11 02:41:32.690329,Budget,Email,Web,612,7,3.5,1,0
1764,2025-08-03 02:41:32.690329,Premium,Organic,Web,158,6,1.6,1,0
1765,2025-07-29 02:41:32.690329,Budget,Organic,Mobile,327,4,4.3,1,0
1766,2025-07-21 02:41:32.690329,Budget,PaidSocial,Web,108,6,1.8,0,0
1767,2025-07-29 02:41:32.690329,Seasonal,Email,Web,138,2,1.0,0,0
1768,2025-08-03 02:41:32.690329,Premium,PaidSocial,PoS,182,6,1.5,1,1
1769,2025-08-01 02:41:32.690329,Premium,Organic,Web,540,7,0.0,0,0
1770,2025-08-09 02:41:32.690329,Premium,Email,Web,318,10,2.7,1,0
1771,2025-07-13 02:41:32.690329,Premium,PaidSocial,Web,286,5,1.9,1,0
1772,2025-07-28 02:41:32.690329,Seasonal,Organic,Mobile,520,4,1.3,0,0
1773,2025-08-07 02:41:32.690329,Lapsed,Organic,Web,97,7,3.9,1,1
1774,2025-07-16 02:41:32.690329,Lapsed,Organic,Mobile,156,4,1.6,0,0
1775,2025-07-24 02:41:32.690329,Seasonal,Organic,Mobile,288,5,3.1,1,0
1776,2025-08-08 02:41:32.690329,Budget,Organic,Web,122,3,2.0,0,0
1777,2025-07-18 02:41:32.690329,Seasonal,PaidSocial,Mobile,150,4,3.2,1,1
1778,2025-07-16 02:41:32.690329,Premium,PaidSocial,Web,232,3,2.5,1,0
1779,2025-08-07 02:41:32.690329,Budget,Organic,Mobile,187,1,2.8,1,0
1780,2025-07-21 02:41:32.690329,Seasonal,PaidSocial,Web,75,9,1.7,0,0
1781,2025-07-15 02:41:32.690329,Budget,Organic,Mobile,107,9,2.4,0,0
1782,2025-08-05 02:41:32.690329,Lapsed,Email,Web,74,7,1.8,0,0
1783,2025-08-06 02:41:32.690329,Premium,Email,Web,326,6,0.8,1,0
1784,2025-07-23 02:41:32.690329,Seasonal,Email,PoS,104,5,1.1,1,1
1785,2025-08-09 02:41:32.690329,Seasonal,Email,Web,289,4,1.6,1,0
1786,2025-07-12 02:41:32.690329,Lapsed,Email,Mobile,218,3,2.4,0,0
1787,2025-07-12 02:41:32.690329,Seasonal,PaidSocial,Web,191,4,2.8,1,0
1788,2025-07-11 02:41:32.690329,Seasonal,Email,Web,62,4,3.3,1,1
1789,2025-07-31 02:41:32.690329,Budget,PaidSocial,Mobile,216,5,3.9,1,1
1790,2025-07-20 02:41:32.690329,Premium,PaidSocial,Web,268,6,1.5,0,0
1791,2025-08-07 02:41:32.690329,Budget,Email,Mobile,328,2,3.7,1,1
1792,2025-07-30 02:41:32.690329,Seasonal,Email,Web,73,8,0.9,1,0
1793,2025-07-18 02:41:32.690329,Premium,PaidSocial,Web,161,6,2.3,0,0
1794,2025-08-07 02:41:32.690329,Seasonal,Organic,Mobile,388,9,0.9,0,0
1795,2025-07-17 02:41:32.690329,Budget,Organic,Web,360,3,1.4,0,0
1796,2025-07-15 02:41:32.690329,Budget,Organic,Web,182,7,0.6,0,0
1797,2025-07-17 02:41:32.690329,Seasonal,Organic,Mobile,60,6,2.2,1,1
1798,2025-08-09 02:41:32.690329,Budget,PaidSocial,Web,340,4,1.2,0,0
1799,2025-07-28 02:41:32.690329,Budget,Organic,Web,194,2,1.5,1,0
1800,2025-07-25 02:41:32.690329,Budget,Organic,Mobile,88,6,1.5,0,0
1801,2025-07-21 02:41:32.690329,Lapsed,Organic,Mobile,165,3,1.6,0,0
1802,2025-07-12 02:41:32.690329,Seasonal,Email,Web,62,4,2.9,1,1
1803,2025-08-02 02:41:32.690329,Premium,Organic,Web,339,5,3.5,1,0
1804,2025-07-11 02:41:32.690329,Budget,PaidSocial,Mobile,36,4,0.8,0,0
1805,2025-07-20 02:41:32.690329,Budget,Organic,Web,407,6,2.2,1,0
1806,2025-07-29 02:41:32.690329,Seasonal,Email,Web,238,10,2.5,0,0
1807,2025-07-28 02:41:32.690329,Seasonal,Email,PoS,63,3,2.2,0,0
1808,2025-07-31 02:41:32.690329,Budget,Email,Web,153,5,4.5,1,1
1809,2025-07-31 02:41:32.690329,Budget,Email,Mobile,140,2,2.0,1,0
1810,2025-08-05 02:41:32.690329,Budget,Email,Mobile,94,7,0.8,1,0
1811,2025-07-20 02:41:32.690329,Seasonal,Organic,Mobile,221,8,1.5,0,0
1812,2025-07-14 02:41:32.690329,Seasonal,Email,Mobile,526,4,2.4,0,0
1813,2025-07-11 02:41:32.690329,Budget,Email,Web,101,4,2.7,1,1
1814,2025-07-25 02:41:32.690329,Budget,Email,Web,206,6,1.7,1,0
1815,2025-07-27 02:41:32.690329,Budget,PaidSocial,Mobile,196,5,2.4,0,0
1816,2025-08-05 02:41:32.690329,Lapsed,Email,Web,220,5,3.8,1,0
1817,2025-07-28 02:41:32.690329,Budget,Email,Mobile,14,7,4.3,0,0
1818,2025-08-04 02:41:32.690329,Seasonal,PaidSocial,Web,426,8,3.6,0,0
1819,2025-08-02 02:41:32.690329,Seasonal,PaidSocial,Mobile,831,4,3.4,0,0
1820,2025-08-07 02:41:32.690329,Premium,Email,Web,193,8,3.0,1,0
1821,2025-07-28 02:41:32.690329,Budget,Email,Web,322,4,2.0,1,0
1822,2025-07-30 02:41:32.690329,Budget,Email,Web,261,4,2.1,0,0
1823,2025-07-28 02:41:32.690329,Seasonal,Organic,Mobile,71,2,3.2,0,0
1824,2025-08-07 02:41:32.690329,Seasonal,Email,Web,182,7,3.2,1,1
1825,2025-07-25 02:41:32.690329,Seasonal,PaidSocial,Mobile,108,4,2.8,0,0
1826,2025-07-31 02:41:32.690329,Premium,Email,Web,168,4,3.4,0,0
1827,2025-07-29 02:41:32.690329,Budget,PaidSocial,Web,201,3,0.2,1,0
1828,2025-08-06 02:41:32.690329,Lapsed,Email,Mobile,212,4,2.6,1,0
1829,2025-07-22 02:41:32.690329,Seasonal,Email,Web,101,1,0.8,1,1
1830,2025-07-27 02:41:32.690329,Budget,PaidSocial,Web,212,6,1.9,1,0
1831,2025-07-23 02:41:32.690329,Lapsed,Email,Web,173,6,2.2,1,1
1832,2025-08-03 02:41:32.690329,Seasonal,Email,Mobile,404,4,1.8,0,0
1833,2025-08-05 02:41:32.690329,Premium,PaidSocial,PoS,311,4,1.3,0,0
1834,2025-08-02 02:41:32.690329,Seasonal,Organic,Web,355,6,3.1,0,0
1835,2025-07-31 02:41:32.690329,Seasonal,Email,Web,373,6,2.8,1,0
1836,2025-07-14 02:41:32.690329,Seasonal,PaidSocial,Web,86,6,3.6,0,0
1837,2025-07-23 02:41:32.690329,Budget,Organic,Mobile,302,7,1.9,1,1
1838,2025-07-28 02:41:32.690329,Budget,Organic,Web,82,4,2.1,0,0
1839,2025-07-13 02:41:32.690329,Lapsed,PaidSocial,Mobile,483,3,5.0,0,0
1840,2025-07-21 02:41:32.690329,Budget,PaidSocial,Web,297,3,1.8,0,0
1841,2025-07-31 02:41:32.690329,Premium,Email,Mobile,77,6,0.5,0,0
1842,2025-07-23 02:41:32.690329,Premium,PaidSocial,Web,218,2,3.2,0,0
1843,2025-08-04 02:41:32.690329,Premium,Email,PoS,96,4,3.3,1,1
1844,2025-07-27 02:41:32.690329,Seasonal,Email,Web,132,4,3.5,0,0
1845,2025-08-01 02:41:32.690329,Lapsed,PaidSocial,Web,245,6,3.4,1,1
1846,2025-08-06 02:41:32.690329,Budget,Email,Mobile,119,4,1.2,0,0
1847,2025-07-31 02:41:32.690329,Budget,PaidSocial,Mobile,157,4,3.0,1,1
1848,2025-08-03 02:41:32.690329,Budget,PaidSocial,Web,379,8,2.8,1,1
1849,2025-07-17 02:41:32.690329,Lapsed,PaidSocial,PoS,168,3,3.0,0,0
1850,2025-08-07 02:41:32.690329,Seasonal,Email,Web,87,10,2.1,0,0
1851,2025-07-19 02:41:32.690329,Budget,Email,Web,31,7,3.4,1,1
1852,2025-07-31 02:41:32.690329,Seasonal,PaidSocial,Web,313,5,2.8,0,0
1853,2025-07-23 02:41:32.690329,Lapsed,Organic,Web,309,6,2.6,0,0
1854,2025-07-18 02:41:32.690329,Seasonal,Email,Mobile,219,5,1.7,0,0
1855,2025-07-16 02:41:32.690329,Lapsed,Email,Web,759,4,3.1,0,0
1856,2025-07-14 02:41:32.690329,Budget,Organic,Web,151,5,2.1,0,0
1857,2025-07-16 02:41:32.690329,Seasonal,Email,Web,408,5,2.5,1,0
1858,2025-08-07 02:41:32.690329,Premium,Organic,Web,109,7,2.1,0,0
1859,2025-07-17 02:41:32.690329,Seasonal,PaidSocial,PoS,325,7,3.0,0,0
1860,2025-07-29 02:41:32.690329,Seasonal,PaidSocial,Mobile,75,5,2.4,1,0
1861,2025-07-26 02:41:32.690329,Seasonal,Email,Web,320,5,1.2,0,0
1862,2025-08-06 02:41:32.690329,Seasonal,Email,Web,157,8,3.3,0,0
1863,2025-07-20 02:41:32.690329,Budget,Email,PoS,276,8,3.1,0,0
1864,2025-07-19 02:41:32.690329,Premium,Organic,Web,225,3,2.7,1,1
1865,2025-07-22 02:41:32.690329,Lapsed,PaidSocial,Web,306,6,2.5,1,1
1866,2025-07-31 02:41:32.690329,Lapsed,PaidSocial,Web,28,5,1.3,0,0
1867,2025-07-13 02:41:32.690329,Budget,Organic,Web,172,9,2.2,0,0
1868,2025-07-21 02:41:32.690329,Budget,Email,Mobile,392,2,1.5,1,1
1869,2025-07-29 02:41:32.690329,Budget,PaidSocial,Mobile,430,7,2.8,0,0
1870,2025-08-08 02:41:32.690329,Seasonal,PaidSocial,PoS,267,3,3.0,1,1
1871,2025-07-18 02:41:32.690329,Seasonal,Organic,Web,402,6,3.4,0,0
1872,2025-07-14 02:41:32.690329,Budget,Email,Web,166,4,2.4,0,0
1873,2025-07-20 02:41:32.690329,Premium,PaidSocial,PoS,113,6,2.8,0,0
1874,2025-07-15 02:41:32.690329,Seasonal,Organic,Mobile,206,4,1.8,1,1
1875,2025-07-12 02:41:32.690329,Seasonal,PaidSocial,Mobile,228,5,0.9,1,0
1876,2025-07-25 02:41:32.690329,Premium,Email,Web,256,3,1.5,0,0
1877,2025-07-22 02:41:32.690329,Premium,PaidSocial,Mobile,194,3,2.9,0,0
1878,2025-07-13 02:41:32.690329,Premium,Email,Web,196,6,1.9,0,0
1879,2025-08-07 02:41:32.690329,Budget,PaidSocial,Web,334,6,0.5,0,0
1880,2025-07-11 02:41:32.690329,Premium,Organic,Mobile,94,5,2.1,1,0
1881,2025-07-30 02:41:32.690329,Seasonal,PaidSocial,Mobile,225,6,1.8,1,1
1882,2025-07-11 02:41:32.690329,Lapsed,PaidSocial,Mobile,267,9,2.0,0,0
1883,2025-08-03 02:41:32.690329,Seasonal,PaidSocial,Mobile,119,5,2.7,1,0
